nothing_prob,throw_wind_up_prob,throw_prob,throw_follow_through_prob,swing_wind_up_prob,swing_prob,swing_follow_through_prob
0.158,0.821,0.0,0.006,0.0,0.001,0.013
0.808,0.101,0.022,0.002,0.0,0.005,0.06
0.008,0.981,0.0,0.0,0.0,0.001,0.009
0.951,0.014,0.02,0.0,0.001,0.004,0.01
0.698,0.25,0.007,0.007,0.001,0.016,0.021
0.669,0.004,0.158,0.0,0.001,0.134,0.033
0.886,0.0,0.013,0.0,0.097,0.003,0.001
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.155,0.0,0.0,0.845,0.0,0.0,0.0
0.476,0.0,0.0,0.524,0.0,0.0,0.0
0.947,0.001,0.05,0.0,0.001,0.001,0.0
0.17,0.677,0.022,0.032,0.002,0.081,0.018
0.568,0.217,0.006,0.002,0.0,0.01,0.197
0.931,0.055,0.005,0.001,0.0,0.005,0.003
0.844,0.135,0.003,0.003,0.001,0.005,0.009
0.0,0.999,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.344,0.0,0.0,0.656,0.0
0.996,0.001,0.0,0.002,0.0,0.0,0.0
0.001,0.901,0.001,0.0,0.0,0.002,0.095
0.128,0.469,0.021,0.002,0.0,0.017,0.363
0.084,0.071,0.034,0.0,0.0,0.059,0.751
0.957,0.038,0.001,0.002,0.001,0.001,0.001
0.972,0.015,0.0,0.006,0.0,0.0,0.006
0.978,0.014,0.0,0.007,0.001,0.0,0.0
0.855,0.125,0.006,0.002,0.001,0.006,0.005
0.001,0.999,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.991,0.003,0.001,0.003,0.0,0.002,0.0
0.005,0.97,0.001,0.0,0.0,0.002,0.022
0.632,0.074,0.051,0.002,0.001,0.045,0.196
0.455,0.355,0.031,0.001,0.0,0.048,0.11
0.991,0.005,0.001,0.0,0.0,0.0,0.002
0.926,0.06,0.001,0.01,0.0,0.0,0.003
0.859,0.129,0.004,0.002,0.0,0.003,0.002
0.866,0.108,0.004,0.003,0.001,0.008,0.011
0.0,0.999,0.0,0.0,0.0,0.0,0.0
0.018,0.0,0.982,0.0,0.0,0.0,0.0
0.47,0.385,0.03,0.005,0.001,0.107,0.003
0.025,0.002,0.115,0.0,0.0,0.417,0.441
0.816,0.009,0.07,0.0,0.001,0.08,0.023
0.963,0.025,0.003,0.004,0.002,0.002,0.001
0.866,0.078,0.0,0.053,0.001,0.0,0.001
0.013,0.982,0.0,0.004,0.0,0.0,0.001
0.999,0.0,0.001,0.0,0.0,0.0,0.0
0.858,0.129,0.002,0.003,0.001,0.004,0.003
0.428,0.561,0.001,0.002,0.002,0.001,0.004
0.0,0.0,0.027,0.0,0.0,0.972,0.0
0.932,0.001,0.013,0.0,0.0,0.052,0.001
0.088,0.902,0.0,0.009,0.0,0.0,0.0
0.917,0.003,0.026,0.0,0.001,0.01,0.043
0.913,0.071,0.004,0.002,0.0,0.004,0.005
0.001,0.998,0.0,0.0,0.0,0.0,0.0
0.385,0.0,0.613,0.0,0.0,0.001,0.0
0.427,0.01,0.008,0.003,0.0,0.551,0.001
0.909,0.0,0.044,0.0,0.0,0.029,0.018
0.634,0.335,0.008,0.003,0.01,0.004,0.006
0.752,0.089,0.0,0.0,0.0,0.0,0.159
0.941,0.0,0.0,0.0,0.059,0.0,0.0
0.997,0.0,0.0,0.0,0.003,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.25,0.0,0.0,0.0
0.606,0.0,0.0,0.394,0.0,0.0,0.0
0.993,0.002,0.002,0.002,0.0,0.0,0.0
0.986,0.008,0.001,0.004,0.0,0.0,0.0
0.016,0.98,0.0,0.0,0.0,0.0,0.003
0.029,0.0,0.703,0.0,0.0,0.267,0.0
0.816,0.002,0.0,0.174,0.006,0.002,0.0
0.206,0.698,0.014,0.002,0.001,0.035,0.045
0.491,0.114,0.008,0.007,0.001,0.01,0.371
0.008,0.987,0.0,0.001,0.0,0.001,0.003
0.981,0.001,0.013,0.0,0.0,0.001,0.004
0.981,0.014,0.001,0.003,0.001,0.001,0.0
0.534,0.458,0.001,0.003,0.001,0.001,0.003
0.0,0.956,0.038,0.0,0.0,0.005,0.001
0.304,0.0,0.382,0.0,0.0,0.314,0.0
0.86,0.076,0.006,0.046,0.003,0.004,0.004
0.018,0.98,0.0,0.0,0.0,0.0,0.002
0.801,0.153,0.003,0.005,0.002,0.004,0.031
0.769,0.176,0.014,0.001,0.003,0.024,0.013
0.944,0.043,0.004,0.002,0.002,0.003,0.002
0.013,0.984,0.0,0.001,0.0,0.0,0.002
0.217,0.0,0.588,0.0,0.0,0.194,0.001
0.853,0.008,0.002,0.105,0.002,0.029,0.0
0.009,0.208,0.005,0.001,0.0,0.047,0.73
0.066,0.006,0.007,0.0,0.0,0.025,0.896
0.653,0.339,0.001,0.002,0.0,0.001,0.004
0.072,0.745,0.004,0.0,0.0,0.009,0.169
0.972,0.016,0.003,0.002,0.001,0.001,0.006
0.996,0.002,0.0,0.001,0.0,0.0,0.0
0.741,0.243,0.003,0.003,0.001,0.004,0.006
0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.782,0.0,0.205,0.0,0.0,0.013,0.0
0.999,0.001,0.0,0.0,0.0,0.0,0.0
0.019,0.979,0.0,0.001,0.0,0.0,0.001
0.971,0.014,0.006,0.0,0.001,0.001,0.006
0.487,0.475,0.01,0.002,0.001,0.008,0.018
0.992,0.001,0.003,0.002,0.001,0.0,0.0
0.108,0.874,0.001,0.001,0.001,0.003,0.012
0.0,0.0,0.023,0.0,0.0,0.977,0.0
0.608,0.001,0.009,0.0,0.15,0.232,0.0
0.01,0.092,0.014,0.0,0.0,0.663,0.221
0.994,0.0,0.004,0.0,0.0,0.001,0.001
0.808,0.165,0.006,0.002,0.003,0.004,0.013
0.844,0.04,0.0,0.002,0.006,0.001,0.107
0.087,0.0,0.0,0.0,0.911,0.0,0.002
0.998,0.0,0.0,0.0,0.002,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.995,0.0,0.0,0.005,0.0,0.0,0.0
0.557,0.0,0.0,0.443,0.0,0.0,0.0
0.927,0.025,0.002,0.042,0.001,0.001,0.002
0.997,0.001,0.0,0.002,0.0,0.0,0.0
0.066,0.918,0.001,0.001,0.0,0.002,0.012
0.0,0.0,0.116,0.0,0.0,0.884,0.0
0.946,0.0,0.014,0.0,0.0,0.039,0.0
0.012,0.209,0.019,0.001,0.0,0.503,0.256
0.982,0.002,0.0,0.0,0.0,0.0,0.016
0.042,0.954,0.0,0.0,0.0,0.0,0.003
0.908,0.073,0.008,0.001,0.001,0.002,0.006
0.488,0.501,0.003,0.0,0.0,0.002,0.006
0.986,0.002,0.008,0.0,0.0,0.001,0.002
0.992,0.004,0.001,0.001,0.001,0.001,0.0
0.803,0.18,0.005,0.003,0.001,0.005,0.003
0.949,0.047,0.001,0.0,0.0,0.001,0.001
0.915,0.072,0.004,0.001,0.0,0.004,0.003
0.009,0.983,0.0,0.0,0.0,0.0,0.007
0.998,0.0,0.002,0.0,0.0,0.0,0.0
0.994,0.0,0.001,0.002,0.001,0.002,0.0
0.439,0.165,0.0,0.396,0.0,0.0,0.0
0.81,0.043,0.019,0.002,0.0,0.005,0.121
0.542,0.397,0.013,0.006,0.002,0.018,0.024
0.987,0.004,0.006,0.001,0.0,0.001,0.001
0.403,0.575,0.003,0.002,0.001,0.003,0.012
0.0,0.267,0.516,0.0,0.0,0.216,0.0
0.022,0.001,0.941,0.0,0.0,0.036,0.0
0.884,0.096,0.003,0.009,0.0,0.005,0.004
0.034,0.566,0.007,0.0,0.0,0.016,0.376
0.511,0.031,0.137,0.002,0.002,0.044,0.274
0.011,0.904,0.004,0.0,0.0,0.009,0.072
0.952,0.041,0.0,0.004,0.0,0.0,0.002
0.997,0.001,0.0,0.001,0.0,0.0,0.0
0.098,0.892,0.001,0.002,0.0,0.001,0.007
0.0,0.0,0.93,0.0,0.0,0.07,0.0
0.459,0.0,0.097,0.003,0.007,0.433,0.0
0.015,0.915,0.004,0.001,0.0,0.013,0.052
0.051,0.425,0.007,0.0,0.0,0.016,0.501
0.972,0.006,0.004,0.0,0.0,0.001,0.017
0.181,0.802,0.002,0.001,0.0,0.004,0.01
0.884,0.003,0.008,0.0,0.001,0.007,0.097
0.022,0.972,0.0,0.002,0.0,0.001,0.003
0.936,0.055,0.001,0.005,0.001,0.001,0.002
0.0,0.991,0.006,0.0,0.0,0.001,0.001
0.015,0.0,0.979,0.0,0.0,0.006,0.0
0.608,0.003,0.215,0.0,0.0,0.173,0.001
0.992,0.0,0.006,0.0,0.0,0.001,0.001
0.771,0.21,0.0,0.003,0.0,0.0,0.015
0.933,0.0,0.0,0.0,0.034,0.001,0.032
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999,0.0,0.0,0.001,0.0,0.0,0.0
0.26,0.0,0.0,0.74,0.0,0.0,0.0
0.667,0.097,0.066,0.08,0.002,0.013,0.074
0.823,0.155,0.003,0.011,0.002,0.005,0.001
0.027,0.961,0.0,0.0,0.0,0.001,0.01
0.04,0.0,0.079,0.0,0.0,0.881,0.0
0.902,0.001,0.008,0.011,0.0,0.078,0.0
0.006,0.824,0.002,0.001,0.0,0.011,0.156
0.1,0.007,0.009,0.0,0.0,0.022,0.861
0.429,0.56,0.001,0.006,0.0,0.001,0.003
0.088,0.497,0.059,0.001,0.001,0.104,0.25
0.154,0.344,0.026,0.0,0.0,0.136,0.34
0.886,0.018,0.055,0.001,0.0,0.008,0.032
0.794,0.172,0.008,0.002,0.0,0.011,0.012
0.818,0.147,0.013,0.002,0.0,0.01,0.009
0.942,0.034,0.006,0.0,0.0,0.011,0.006
0.036,0.947,0.002,0.0,0.0,0.004,0.012
0.033,0.831,0.002,0.001,0.0,0.007,0.126
0.968,0.0,0.007,0.0,0.001,0.004,0.02
0.996,0.0,0.0,0.003,0.001,0.0,0.0
0.052,0.763,0.066,0.001,0.0,0.032,0.087
0.029,0.095,0.022,0.001,0.0,0.124,0.73
0.776,0.079,0.043,0.002,0.001,0.04,0.059
0.891,0.098,0.003,0.001,0.0,0.003,0.003
0.862,0.12,0.006,0.001,0.0,0.005,0.005
0.778,0.056,0.067,0.002,0.001,0.085,0.011
0.068,0.89,0.006,0.002,0.0,0.023,0.012
0.671,0.089,0.116,0.001,0.001,0.097,0.026
0.05,0.34,0.016,0.0,0.0,0.098,0.496
0.036,0.288,0.011,0.0,0.0,0.035,0.629
0.113,0.581,0.003,0.0,0.0,0.01,0.292
0.016,0.056,0.092,0.0,0.0,0.78,0.056
0.046,0.214,0.003,0.001,0.0,0.028,0.709
0.189,0.771,0.002,0.009,0.0,0.001,0.027
0.903,0.084,0.005,0.001,0.001,0.004,0.003
0.529,0.423,0.009,0.002,0.002,0.021,0.015
0.904,0.077,0.01,0.001,0.0,0.006,0.003
0.544,0.425,0.011,0.003,0.001,0.01,0.006
0.905,0.078,0.004,0.001,0.001,0.004,0.006
0.476,0.509,0.001,0.003,0.001,0.003,0.007
0.0,0.997,0.001,0.0,0.0,0.0,0.002
0.011,0.0,0.981,0.0,0.0,0.009,0.0
0.474,0.34,0.006,0.001,0.0,0.138,0.041
0.019,0.36,0.001,0.001,0.0,0.008,0.611
0.824,0.001,0.005,0.0,0.0,0.003,0.167
0.764,0.201,0.0,0.031,0.0,0.001,0.003
0.992,0.001,0.002,0.002,0.001,0.0,0.001
0.952,0.002,0.004,0.0,0.041,0.0,0.0
0.949,0.002,0.001,0.011,0.003,0.034,0.0
0.001,0.998,0.0,0.0,0.0,0.0,0.001
0.914,0.0,0.077,0.0,0.0,0.009,0.0
0.989,0.0,0.001,0.001,0.0,0.009,0.0
0.999,0.0,0.0,0.001,0.0,0.0,0.0
0.001,0.998,0.0,0.0,0.0,0.0,0.001
0.882,0.078,0.002,0.001,0.0,0.002,0.036
0.991,0.0,0.006,0.0,0.001,0.0,0.0
0.356,0.62,0.004,0.005,0.003,0.005,0.008
0.0,0.998,0.0,0.0,0.0,0.0,0.001
0.031,0.0,0.905,0.0,0.0,0.064,0.0
0.996,0.002,0.001,0.0,0.0,0.001,0.0
0.396,0.002,0.421,0.0,0.0,0.126,0.055
0.669,0.038,0.095,0.002,0.005,0.088,0.103
0.112,0.864,0.001,0.013,0.0,0.001,0.009
0.789,0.027,0.0,0.001,0.036,0.001,0.145
0.977,0.0,0.0,0.0,0.023,0.0,0.0
0.934,0.0,0.0,0.0,0.065,0.001,0.0
0.983,0.0,0.0,0.0,0.017,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.403,0.0,0.0,0.596,0.0,0.0,0.0
0.74,0.112,0.035,0.036,0.001,0.07,0.007
0.04,0.955,0.0,0.001,0.0,0.001,0.003
0.006,0.0,0.739,0.0,0.0,0.246,0.008
0.874,0.021,0.011,0.073,0.004,0.014,0.004
0.015,0.61,0.005,0.0,0.0,0.011,0.359
0.783,0.011,0.02,0.001,0.002,0.008,0.175
0.105,0.878,0.001,0.001,0.0,0.003,0.011
0.922,0.051,0.015,0.001,0.0,0.003,0.009
0.909,0.075,0.002,0.002,0.001,0.004,0.007
0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.461,0.0,0.519,0.0,0.0,0.019,0.0
0.999,0.0,0.0,0.0,0.0,0.0,0.0
0.003,0.994,0.0,0.0,0.0,0.0,0.002
0.995,0.0,0.004,0.0,0.0,0.0,0.0
0.383,0.548,0.001,0.062,0.0,0.001,0.005
0.763,0.199,0.004,0.004,0.001,0.004,0.025
0.0,0.751,0.186,0.0,0.0,0.063,0.0
0.929,0.0,0.07,0.0,0.0,0.001,0.0
0.005,0.975,0.001,0.001,0.0,0.004,0.014
0.002,0.143,0.019,0.0,0.0,0.055,0.781
0.006,0.155,0.001,0.0,0.0,0.03,0.807
0.968,0.0,0.026,0.0,0.004,0.003,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.279,0.0,0.0,0.721,0.0,0.0,0.0
0.585,0.0,0.0,0.415,0.0,0.0,0.0
0.998,0.0,0.002,0.0,0.0,0.0,0.0
0.056,0.932,0.001,0.003,0.0,0.003,0.006
0.67,0.267,0.012,0.002,0.001,0.009,0.039
0.979,0.01,0.003,0.0,0.001,0.004,0.004
0.957,0.036,0.002,0.002,0.001,0.002,0.001
0.831,0.154,0.006,0.002,0.0,0.004,0.004
0.887,0.091,0.006,0.002,0.001,0.007,0.006
0.002,0.997,0.0,0.0,0.0,0.0,0.001
0.473,0.0,0.527,0.0,0.0,0.0,0.0
0.919,0.013,0.0,0.02,0.047,0.0,0.0
0.961,0.037,0.0,0.0,0.0,0.001,0.0
0.032,0.918,0.002,0.002,0.0,0.013,0.033
0.94,0.0,0.041,0.0,0.001,0.013,0.005
0.851,0.134,0.004,0.002,0.0,0.004,0.004
0.0,0.999,0.0,0.0,0.0,0.0,0.001
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.929,0.004,0.0,0.059,0.007,0.0,0.0
0.004,0.994,0.0,0.0,0.0,0.0,0.002
0.584,0.099,0.038,0.001,0.001,0.046,0.231
0.876,0.056,0.006,0.003,0.001,0.008,0.051
0.927,0.067,0.002,0.001,0.001,0.002,0.001
0.011,0.987,0.0,0.0,0.0,0.0,0.002
0.036,0.0,0.669,0.0,0.0,0.294,0.001
0.986,0.003,0.003,0.007,0.001,0.0,0.0
0.637,0.059,0.0,0.304,0.0,0.0,0.0
0.992,0.0,0.005,0.0,0.001,0.001,0.0
0.04,0.661,0.004,0.001,0.0,0.014,0.28
0.97,0.013,0.006,0.008,0.001,0.002,0.001
0.177,0.814,0.001,0.001,0.0,0.001,0.006
0.002,0.0,0.35,0.0,0.0,0.648,0.001
0.045,0.018,0.482,0.001,0.047,0.399,0.006
0.999,0.0,0.0,0.0,0.0,0.0,0.0
0.001,0.976,0.0,0.0,0.0,0.001,0.022
0.235,0.033,0.031,0.0,0.0,0.025,0.676
0.49,0.182,0.024,0.001,0.0,0.008,0.296
0.93,0.058,0.003,0.002,0.001,0.004,0.002
0.481,0.506,0.002,0.002,0.001,0.002,0.007
0.0,0.988,0.01,0.0,0.0,0.002,0.0
0.326,0.0,0.35,0.0,0.001,0.323,0.0
0.994,0.0,0.0,0.004,0.0,0.001,0.0
0.475,0.016,0.232,0.0,0.001,0.202,0.074
0.675,0.29,0.002,0.001,0.002,0.002,0.028
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.699,0.0,0.0,0.0,0.3,0.001,0.0
0.831,0.0,0.0,0.0,0.164,0.005,0.0
0.997,0.0,0.0,0.0,0.0,0.002,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.305,0.0,0.0,0.695,0.0,0.0,0.0
0.944,0.011,0.0,0.043,0.0,0.0,0.0
0.865,0.108,0.005,0.003,0.001,0.009,0.009
0.004,0.995,0.0,0.0,0.0,0.0,0.0
0.353,0.0,0.641,0.0,0.002,0.004,0.0
0.934,0.004,0.0,0.037,0.025,0.0,0.0
0.997,0.001,0.0,0.0,0.001,0.002,0.0
0.995,0.0,0.004,0.0,0.0,0.001,0.0
0.974,0.013,0.006,0.0,0.0,0.002,0.004
0.981,0.015,0.001,0.001,0.001,0.0,0.001
0.997,0.002,0.0,0.001,0.0,0.0,0.0
0.889,0.091,0.005,0.002,0.001,0.007,0.005
0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.24,0.0,0.754,0.0,0.0,0.006,0.0
0.508,0.08,0.0,0.412,0.0,0.0,0.0
0.176,0.755,0.017,0.001,0.0,0.031,0.02
0.656,0.118,0.078,0.0,0.001,0.08,0.067
0.624,0.017,0.043,0.002,0.002,0.034,0.278
0.871,0.115,0.005,0.002,0.001,0.004,0.003
0.879,0.108,0.004,0.001,0.0,0.004,0.003
0.877,0.109,0.005,0.001,0.0,0.004,0.004
0.694,0.273,0.007,0.003,0.001,0.01,0.013
0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.516,0.0,0.484,0.0,0.0,0.0,0.0
0.196,0.146,0.0,0.657,0.0,0.0,0.0
0.908,0.005,0.06,0.0,0.001,0.005,0.021
0.861,0.121,0.005,0.002,0.003,0.004,0.005
0.996,0.001,0.001,0.001,0.001,0.0,0.0
0.996,0.002,0.001,0.001,0.0,0.0,0.0
0.99,0.005,0.001,0.001,0.002,0.001,0.0
0.984,0.011,0.001,0.003,0.001,0.001,0.0
0.964,0.032,0.001,0.001,0.0,0.001,0.001
0.959,0.033,0.002,0.001,0.001,0.001,0.002
0.003,0.996,0.0,0.0,0.0,0.0,0.0
0.031,0.0,0.967,0.0,0.0,0.002,0.0
0.987,0.001,0.0,0.004,0.008,0.0,0.0
0.997,0.0,0.0,0.0,0.002,0.001,0.0
0.992,0.003,0.0,0.001,0.003,0.001,0.0
0.168,0.787,0.007,0.002,0.0,0.008,0.028
0.947,0.029,0.007,0.001,0.0,0.009,0.006
0.352,0.001,0.149,0.0,0.001,0.494,0.003
0.047,0.0,0.089,0.0,0.0,0.764,0.099
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.995,0.0,0.0,0.005,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.996,0.0,0.0,0.0,0.004,0.0,0.0
0.999,0.0,0.0,0.001,0.0,0.0,0.0
0.985,0.0,0.001,0.0,0.011,0.003,0.0
0.979,0.0,0.0,0.021,0.0,0.0,0.0
0.405,0.0,0.0,0.595,0.0,0.0,0.0
0.972,0.025,0.001,0.001,0.0,0.0,0.001
0.935,0.051,0.005,0.001,0.0,0.003,0.004
0.888,0.098,0.004,0.001,0.0,0.004,0.004
0.023,0.973,0.0,0.0,0.0,0.001,0.003
0.364,0.0,0.539,0.0,0.0,0.097,0.0
0.666,0.159,0.004,0.1,0.069,0.001,0.001
0.971,0.006,0.003,0.0,0.0,0.02,0.0
0.518,0.195,0.055,0.003,0.004,0.077,0.146
0.976,0.01,0.008,0.002,0.0,0.001,0.002
0.023,0.975,0.0,0.0,0.0,0.0,0.002
0.072,0.0,0.581,0.0,0.0,0.347,0.001
0.801,0.041,0.001,0.081,0.074,0.001,0.0
0.978,0.021,0.0,0.0,0.0,0.0,0.0
0.956,0.034,0.007,0.0,0.0,0.001,0.002
0.913,0.032,0.028,0.0,0.0,0.024,0.003
0.807,0.016,0.117,0.001,0.001,0.024,0.035
0.979,0.0,0.019,0.0,0.0,0.002,0.0
0.795,0.004,0.061,0.0,0.0,0.108,0.031
0.915,0.041,0.009,0.002,0.001,0.008,0.024
0.0,0.999,0.0,0.0,0.0,0.0,0.0
0.715,0.0,0.285,0.0,0.0,0.0,0.0
0.995,0.001,0.0,0.005,0.0,0.0,0.0
0.905,0.001,0.052,0.0,0.005,0.036,0.001
0.026,0.892,0.008,0.001,0.0,0.024,0.049
0.977,0.013,0.004,0.0,0.0,0.002,0.005
0.892,0.094,0.004,0.001,0.0,0.004,0.004
0.914,0.072,0.004,0.001,0.0,0.004,0.004
0.004,0.996,0.0,0.0,0.0,0.0,0.001
0.285,0.0,0.644,0.0,0.0,0.059,0.012
0.702,0.005,0.0,0.292,0.001,0.0,0.0
0.948,0.051,0.0,0.0,0.0,0.0,0.0
0.984,0.001,0.01,0.0,0.002,0.002,0.0
0.998,0.0,0.002,0.0,0.0,0.0,0.0
0.472,0.489,0.011,0.003,0.0,0.01,0.015
0.984,0.0,0.008,0.0,0.0,0.007,0.0
0.809,0.169,0.004,0.002,0.001,0.007,0.009
0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.014,0.0,0.982,0.0,0.0,0.004,0.0
0.66,0.183,0.0,0.157,0.0,0.0,0.0
0.137,0.0,0.523,0.0,0.0,0.34,0.0
0.982,0.005,0.0,0.0,0.012,0.001,0.0
0.905,0.0,0.0,0.095,0.0,0.0,0.0
0.963,0.027,0.002,0.001,0.0,0.001,0.005
0.011,0.988,0.0,0.0,0.0,0.0,0.001
0.011,0.0,0.843,0.0,0.0,0.146,0.0
0.512,0.047,0.001,0.434,0.004,0.002,0.001
0.981,0.017,0.0,0.001,0.0,0.0,0.0
0.981,0.001,0.004,0.0,0.014,0.0,0.0
0.981,0.012,0.003,0.0,0.001,0.002,0.0
0.987,0.01,0.001,0.001,0.001,0.0,0.0
0.848,0.001,0.039,0.0,0.0,0.108,0.003
0.994,0.0,0.006,0.0,0.0,0.0,0.0
0.866,0.029,0.001,0.0,0.07,0.012,0.022
0.999,0.0,0.0,0.0,0.0,0.001,0.0
0.988,0.0,0.0,0.012,0.0,0.0,0.0
0.258,0.0,0.0,0.742,0.0,0.0,0.0
0.984,0.002,0.0,0.012,0.001,0.0,0.0
0.899,0.083,0.008,0.001,0.0,0.006,0.004
0.001,0.998,0.0,0.0,0.0,0.0,0.001
0.837,0.0,0.097,0.0,0.0,0.065,0.001
0.997,0.0,0.0,0.0,0.0,0.002,0.001
0.184,0.0,0.0,0.816,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.998,0.0,0.0,0.001,0.0,0.0,0.0
0.903,0.053,0.01,0.001,0.0,0.018,0.013
0.687,0.219,0.02,0.001,0.0,0.017,0.056
0.738,0.219,0.003,0.023,0.003,0.009,0.005
0.0,0.998,0.001,0.0,0.0,0.0,0.0
0.92,0.0,0.075,0.0,0.0,0.005,0.0
0.548,0.0,0.0,0.45,0.002,0.0,0.0
0.98,0.0,0.012,0.0,0.002,0.006,0.0
0.899,0.049,0.029,0.001,0.0,0.016,0.005
0.958,0.035,0.001,0.004,0.001,0.001,0.001
0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.02,0.0,0.979,0.0,0.0,0.0,0.0
0.505,0.037,0.0,0.455,0.002,0.0,0.0
0.386,0.517,0.007,0.003,0.001,0.018,0.068
0.049,0.944,0.001,0.002,0.0,0.001,0.002
0.789,0.091,0.022,0.008,0.001,0.031,0.058
0.896,0.087,0.005,0.001,0.0,0.005,0.005
0.0,0.999,0.0,0.0,0.0,0.0,0.0
0.99,0.0,0.006,0.0,0.0,0.004,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,0.0,0.0,0.96,0.0,0.0,0.0
0.897,0.004,0.065,0.0,0.001,0.01,0.022
0.917,0.07,0.005,0.0,0.0,0.003,0.003
0.908,0.075,0.003,0.002,0.0,0.006,0.005
0.001,0.998,0.0,0.0,0.0,0.0,0.001
0.99,0.0,0.007,0.0,0.0,0.003,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.056,0.924,0.0,0.017,0.0,0.0,0.002
0.866,0.0,0.104,0.0,0.0,0.03,0.0
0.922,0.065,0.0,0.0,0.01,0.0,0.003
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.165,0.0,0.0,0.835,0.0,0.0,0.0
0.984,0.011,0.0,0.004,0.0,0.0,0.0
0.892,0.094,0.004,0.001,0.0,0.004,0.004
0.997,0.001,0.0,0.0,0.001,0.0,0.0
0.945,0.05,0.001,0.002,0.001,0.0,0.0
0.0,0.755,0.208,0.0,0.0,0.037,0.0
0.736,0.0,0.259,0.0,0.0,0.005,0.0
0.989,0.006,0.0,0.003,0.0,0.001,0.0
0.799,0.0,0.114,0.0,0.001,0.085,0.001
0.984,0.007,0.006,0.001,0.0,0.002,0.001
0.997,0.001,0.0,0.001,0.0,0.0,0.001
0.835,0.0,0.0,0.104,0.061,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.977,0.0,0.002,0.004,0.001,0.015,0.0
0.775,0.122,0.042,0.003,0.001,0.015,0.041
0.905,0.078,0.005,0.001,0.0,0.005,0.006
0.9,0.085,0.005,0.001,0.0,0.005,0.004
0.002,0.997,0.0,0.0,0.0,0.0,0.001
0.156,0.0,0.843,0.0,0.0,0.001,0.0
0.802,0.003,0.0,0.054,0.142,0.0,0.0
0.754,0.0,0.048,0.0,0.001,0.197,0.0
0.695,0.015,0.084,0.0,0.0,0.177,0.029
0.182,0.0,0.514,0.0,0.0,0.107,0.196
0.996,0.0,0.002,0.0,0.0,0.002,0.0
0.996,0.0,0.0,0.003,0.001,0.0,0.0
0.064,0.82,0.001,0.095,0.0,0.001,0.02
0.073,0.82,0.001,0.003,0.0,0.005,0.097
0.001,0.998,0.0,0.0,0.0,0.0,0.001
0.909,0.0,0.067,0.0,0.0,0.023,0.001
0.82,0.0,0.013,0.0,0.0,0.167,0.0
0.442,0.0,0.453,0.0,0.001,0.089,0.016
0.687,0.0,0.034,0.0,0.0,0.279,0.0
0.999,0.0,0.0,0.0,0.0,0.0,0.0
0.948,0.0,0.001,0.0,0.051,0.0,0.0
0.978,0.002,0.001,0.004,0.013,0.001,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.982,0.0,0.0,0.009,0.002,0.007,0.0
0.991,0.002,0.0,0.007,0.0,0.0,0.0
0.973,0.002,0.0,0.005,0.019,0.0,0.0
0.98,0.001,0.002,0.001,0.016,0.0,0.0
0.943,0.005,0.029,0.002,0.011,0.009,0.002
0.994,0.003,0.001,0.002,0.0,0.0,0.0
0.484,0.009,0.158,0.0,0.002,0.319,0.029
0.45,0.394,0.061,0.003,0.0,0.042,0.049
0.797,0.114,0.02,0.017,0.001,0.015,0.037
0.994,0.0,0.0,0.0,0.006,0.0,0.0
0.595,0.0,0.0,0.405,0.0,0.0,0.0
0.995,0.001,0.003,0.0,0.0,0.001,0.0
0.844,0.12,0.004,0.001,0.0,0.009,0.022
0.536,0.168,0.091,0.001,0.0,0.157,0.046
